className	ReadingEase		ReadingEase(NL) StopwordRatio			StopKeyRatio			QuestionRatio	CodeElementRatio			ConceptualSimilarity			AuthorCommitsFile	CommittedTwice	TotalAuthoredCommits	ReviewingTwice	ReviewedCommitsFile	TotalReviewedCommits	ReviewedPRs	ExtLibSimilarity				
u	59.745000000000005	49.48000000000002		0.2857142857142857		0.2857142857142857		1.0		0.2857142857142857		0.09805806756909201		0	0	824		1	11	1546	262		0.0		
u	85.01433333333335	78.7175		0.4461538461538462		0.4461538461538462		0.0		0.2		0.23819653367016547		10	1	824		1	8	1546	262		0.0		
u	57.70428571428573	80.78500000000003		0.5308641975308642		0.5308641975308642		0.0		0.7407407407407407		0.3402785236893603		10	1	824		1	8	1546	262		0.0		
u	69.5025	69.5025		0.4117647058823529		0.4117647058823529		0.0		0.058823529411764705		0.10846522890932808		0	0	44		1	4	42	15		0.0		
u	100.0	100.0		0.56		0.56		0.0		0.04		0.2267786838055363		2	1	44		1	7	42	15		0.0		
u	77.90500000000002	NaN		0.0		0.0		0.0		1.0		0.0		2	1	44		1	7	42	15		0.0		
u	90.05058823529413	90.05058823529413		0.5882352941176471		0.5882352941176471		1.0		0.058823529411764705		0.11785113019775793		0	0	201		1	5	406	73		0.0697443945195517		
u	79.40612244897962	81.73		0.22535211267605634		0.22535211267605634		0.0		0.04225352112676056		0.062257280636469035		5	1	324		1	5	606	122		0.14586499149789453		
u	52.305000000000035	52.305000000000035		0.3333333333333333		0.3333333333333333		0.0		0.03333333333333333		0.03922322702763681		5	1	324		1	5	606	122		0.14586499149789453		
u	100.0	100.0		0.18181818181818182		0.18181818181818182		0.0		0.015151515151515152		0.04962916669854651		0	0	201		1	5	389	70		0.0		
u	100.0	100.0		0.625		0.625		1.0		0.125		0.1889822365046136		5	1	324		1	5	606	122		0.14586499149789453		
u	100.0	100.0		0.23333333333333334		0.23333333333333334		0.0		0.03333333333333333		0.3862389667348983		0	0	113		0	0	41	3		0.7574610364219234		
u	68.64621212121216	100.0		0.2857142857142857		0.2857142857142857		0.0		0.8928571428571429		0.4972451580988469		0	0	146		1	4	42	16		0.6909390178752735		
u	6.390000000000015	6.390000000000015		0.0		0.0		0.0		0.3333333333333333		0.0		0	0	146		1	4	42	16		0.6909390178752735		
u	41.876956521739146	49.192822580645185		0.3389830508474576		0.3728813559322034		0.0		0.4067796610169492		0.30638167667268595		2	1	186		1	27	598	86		0.687797074826324		
u	32.56000000000003	100.0		0.42857142857142855		0.42857142857142855		1.0		0.42857142857142855		0.30151134457776363		2	1	186		1	27	598	86		0.687797074826324		
u	100.0	100.0		0.48		0.48		0.0		0.16		0.2849014411490949		2	1	186		1	27	598	86		0.687797074826324		
u	34.903636363636366	34.903636363636366		0.5142857142857142		0.5142857142857142		0.0		0.02857142857142857		0.059028133610095526		0	0	186		1	6	598	86		0.0		
u	68.13285714285716	49.797173913043494		0.5147058823529411		0.5294117647058824		0.0		0.23529411764705882		0.2520388327242304		2	1	186		1	29	598	86		0.40740276323836205		
u	20.780975609756126	54.722894736842136		0.4583333333333333		0.4791666666666667		0.0		0.1875		0.3429971702850177		2	1	186		1	27	598	86		0.687797074826324		
u	77.81071428571428	77.81071428571428		0.42857142857142855		0.42857142857142855		0.0		0.07142857142857142		0.2773500981126146		0	0	186		1	6	598	86		0.0		
u	32.15928571428573	32.15928571428573		0.6206896551724138		0.6379310344827587		0.0		0.017241379310344827		0.19395245515057077		2	1	186		1	27	598	86		0.687797074826324		
u	6.630000000000052	6.630000000000052		0.4430379746835443		0.45569620253164556		0.0		0.012658227848101266		0.1333662673423161		2	1	186		1	27	598	86		0.687797074826324		
u	94.30000000000001	94.30000000000001		0.5555555555555556		0.5555555555555556		0.0		0.1111111111111111		0.10050378152592121		2	1	186		1	27	598	86		0.687797074826324		
u	100.0	100.0		0.6		0.6		1.0		0.2		0.31622776601683794		0	0	113		1	2	29	1		0.0		
u	100.0	100.0		0.5555555555555556		0.5555555555555556		0.0		0.1111111111111111		0.15713484026367722		15	1	113		1	7	29	1		0.0		
u	100.0	100.0		0.5555555555555556		0.5555555555555556		0.0		0.1111111111111111		0.0		8	1	113		1	7	29	1		0.0		
u	24.687065217391307	66.49367647058826		0.3541666666666667		0.3645833333333333		0.0		0.3958333333333333		0.47854396768147545		1	1	324		1	7	570	119		0.0		
u	100.0	100.0		0.6521739130434783		0.6521739130434783		0.0		0.043478260869565216		0.3181818181818182		1	1	324		1	7	570	119		0.0		
u	49.534186746987956	57.92243902439027		0.6363636363636364		0.6477272727272727		0.0		0.022727272727272728		0.36957024749317663		1	1	324		1	7	570	119		0.0		
u	84.0773643410853	87.88214285714287		0.4489795918367347		0.4489795918367347		0.0		0.08163265306122448		0.34020690871988585		0	0	641		1	7	29	10		0.0		
u	81.42407894736841	100.0		0.16129032258064516		0.16129032258064516		0.0		0.967741935483871		0.09644856443408242		0	0	641		1	7	29	10		0.0		
u	48.227500000000035	56.098918918918926		0.3728813559322034		0.3728813559322034		0.0		0.6567796610169492		0.3445523726843884		0	0	641		1	7	29	10		0.0		
u	88.83428571428574	88.83428571428574		0.21739130434782608		0.21739130434782608		0.0		0.043478260869565216		0.09028938981432692		0	0	641		1	7	29	10		0.0		
u	100.0	100.0		0.48		0.48		0.0		0.04		0.16724840200141816		0	0	641		1	7	29	10		0.0		
u	84.845	95.93928571428573		0.29411764705882354		0.29411764705882354		0.0		0.17647058823529413		0.22742941307367104		0	0	74		1	8	246	52		0.0		
u	82.7914285714286	74.06583333333336		0.34545454545454546		0.38181818181818183		0.0		0.43636363636363634		0.10170952554312156		0	0	74		1	8	246	52		0.0		
u	99.48	99.48		0.48		0.56		0.0		0.04		0.21650635094610968		0	0	324		0	0	558	118		0.23159177829329272		
u	100.0	100.0		0.5555555555555556		0.5555555555555556		0.0		0.1111111111111111		0.30151134457776363		0	0	324		0	0	558	118		0.23159177829329272		
u	38.37772727272727	60.634285714285724		0.625		0.6666666666666666		0.0		0.08333333333333333		0.36084391824351614		0	0	324		0	0	558	118		0.23159177829329272		
u	74.39580645161291	82.82961538461542		0.5428571428571428		0.5428571428571428		0.0		0.22857142857142856		0.346551640041836		0	0	324		0	0	558	118		0.12763186756065772		
u	100.0	100.0		0.7142857142857143		0.7142857142857143		0.0		0.14285714285714285		0.3418817293789138		0	0	324		0	0	558	118		0.12763186756065772		
u	95.16633333333334	100.0		0.4915254237288136		0.4915254237288136		0.0		0.15254237288135594		0.29488391230979427		3	1	324		1	15	558	118		0.4576551660275515		
u	97.23275000000001	75.6864285714286		0.42105263157894735		0.42105263157894735		0.0		0.15789473684210525		0.11429089766391891		0	0	44		1	2	21	11		0.0		
u	90.09000000000002	95.165		0.2608695652173913		0.2608695652173913		0.0		0.4782608695652174		0.19245008972987526		0	0	44		1	2	19	10		0.0		
u	100.0	100.0		0.2857142857142857		0.2857142857142857		0.0		0.5714285714285714		0.6324555320336759		0	0	2		1	4	91	24		0.0		
u	43.33591584158418	52.93000000000001		0.3609022556390977		0.37593984962406013		0.0		0.6165413533834586		0.4045965528707855		3	1	324		1	6	539	111		0.4576551660275515		
u	77.94884615384619	95.68818181818183		0.4444444444444444		0.4603174603174603		0.0		0.8095238095238095		0.3062653255143375		0	0	324		1	4	539	111		0.3612350126797292		
u	63.62758620689657	62.62500000000003		0.4166666666666667		0.4444444444444444		0.0		0.2777777777777778		0.24313226954193232		1	1	824		1	19	1481	250		0.23031672608003556		
u	100.0	100.0		0.3333333333333333		0.3333333333333333		0.0		0.6666666666666666		0.6666666666666667		1	1	824		1	10	1481	250		0.0		
u	93.47600000000001	100.0		0.5483870967741935		0.5483870967741935		0.0		0.1935483870967742		0.24494897427831783		1	1	824		1	10	1481	250		0.0		
u	80.78500000000003	80.78500000000003		0.5217391304347826		0.5217391304347826		0.0		0.043478260869565216		0.3481553119113957		0	0	186		1	10	509	65		0.0		
u	100.0	100.0		0.625		0.625		1.0		0.5		0.13483997249264842		4	1	186		1	20	509	65		1.0		
u	56.70000000000002	NaN		0.37037037037037035		0.37037037037037035		0.0		1.0		0.48989794855663554		0	0	10		1	11	93	3		0.0		
u	29.506818181818204	71.44668918918921		0.3		0.3333333333333333		0.0		0.2833333333333333		0.3580007778790785		0	0	18		1	3	9	2		0.0		
u	65.56701612903228	65.56701612903228		0.6363636363636364		0.6363636363636364		0.6666666666666666		0.030303030303030304		0.1760901812651248		1	1	186		1	7	488	58		0.7937637918516225		
u	75.9008695652174	75.9008695652174		0.5346534653465347		0.5346534653465347		0.0		0.009900990099009901		0.17071583991052797		3	1	43		1	10	117	22		0.8373077155540345		
u	72.3793103448276	86.708		0.5675675675675675		0.5675675675675675		0.0		0.24324324324324326		0.17942452160650263		12	1	824		1	12	1364	234		0.0		
u	58.42368421052632	95.955		0.4090909090909091		0.4090909090909091		0.0		0.36363636363636365		0.17149858514250882		1	1	43		1	3	117	22		0.978458182199228		
u	76.55600000000001	100.0		0.3		0.3333333333333333		0.0		0.8333333333333334		0.363480236213583		0	0	186		1	9	488	58		0.9293616131468994		
u	100.0	NaN		0.0		0.0		0.0		1.0		0.4999999999999999		0	0	186		1	9	488	58		0.9293616131468994		
u	66.42336956521743	76.50153846153849		0.28888888888888886		0.3111111111111111		0.3333333333333333		0.5777777777777777		0.18107149208503706		0	0	186		1	9	488	58		0.9293616131468994		
u	74.27000000000001	75.14250000000001		0.5142857142857142		0.5142857142857142		0.0		0.5142857142857142		0.29772917102591473		1	1	58		1	3	77	5		0.0		
u	88.72514705882354	84.9157142857143		0.37037037037037035		0.37037037037037035		1.0		0.14814814814814814		0.2727723627949905		0	0	186		1	3	234	48		0.7548958985464806		
u	79.5575	79.5575		0.47058823529411764		0.47058823529411764		0.0		0.058823529411764705		0.33407655239053047		0	0	86		1	3	36	3		0.0		
u	100.0	100.0		0.5		0.5		0.0		0.4166666666666667		0.40406101782088427		0	0	188		1	3	299	81		0.7523374361594607		
u	83.85357142857143	76.74857142857144		0.41935483870967744		0.45161290322580644		0.0		0.2903225806451613		0.42365927286816163		2	1	324		1	14	488	96		0.9784348644930528		
u	100.0	100.0		0.625		0.625		0.0		0.25		0.1889822365046136		1	1	188		1	7	291	77		0.9784348644930528		
u	79.5575	90.95857142857145		0.2608695652173913		0.34782608695652173		0.0		0.6521739130434783		0.36380343755449945		11	1	889		1	34	2007	352		0.0		
u	89.89642857142859	95.68818181818183		0.5882352941176471		0.6470588235294118		0.0		0.23529411764705882		0.3872983346207417		20	1	32		1	32	114	8		0.0		
u	100.0	100.0		0.3333333333333333		0.3333333333333333		0.0		0.4444444444444444		0.3268602252303068		4	1	188		1	26	214	55		0.6249564107232966		
u	78.24500000000002	87.94500000000002		0.46153846153846156		0.46153846153846156		0.0		0.5384615384615384		0.2553769592276246		3	1	889		1	62	1960	338		0.7742764646336793		
u	63.67098870056499	76.91434456928842		0.5111111111111111		0.5333333333333333		0.0		0.2518518518518518		0.29580206537048886		0	0	188		1	10	200	50		0.7609635001966533		
u	97.025	NaN		0.2		0.4		0.0		1.0		0.8944271909999159		0	0	188		1	10	200	50		0.7609635001966533		
u	72.32500000000003	NaN		0.32142857142857145		0.35714285714285715		0.0		1.0		0.7022468831767835		0	0	186		1	4	132	19		0.0		
u	74.01500000000001	85.07411764705884		0.38461538461538464		0.38461538461538464		0.0		0.19230769230769232		0.3194382824999699		4	1	74		1	5	181	38		0.0		
u	89.5921052631579	95.02705882352943		0.5714285714285714		0.5714285714285714		0.0		0.14285714285714285		0.2970442628930023		4	1	74		1	5	181	38		0.0		
u	16.79045454545458	50.270263157894775		0.32941176470588235		0.32941176470588235		0.0		0.47058823529411764		0.37975472327758086		0	0	0		1	18	28	1		0.0		
u	69.99384615384618	0.0		0.21621621621621623		0.24324324324324326		0.0		0.8648648648648649		0.7035623639735143		0	0	0		1	9	28	1		0.0		
u	84.845	90.13250000000001		0.35		0.375		0.0		0.55		0.6171529331913674		0	0	0		1	7	28	1		0.0		
u	52.74250000000002	100.0		0.1		0.1		0.0		0.95		0.600099198148979		0	0	0		1	11	28	1		0.0		
u	60.354411764705915	95.73000000000002		0.34146341463414637		0.34146341463414637		0.0		0.6097560975609756		0.5782433095829119		0	0	142		1	18	87	5		0.0		
u	88.21000000000001	88.5902380952381		0.3442622950819672		0.3442622950819672		0.0		0.39344262295081966		0.4666666666666667		0	0	142		1	14	87	5		0.0		
u	100.0	100.0		0.16666666666666666		0.16666666666666666		0.0		0.75		0.6055300708194984		0	0	142		1	18	87	5		0.0		
u	97.025	97.025		0.75		0.75		0.0		0.25		0.0		1	1	2342		0	0	3654	679		0.0		
u	100.0	100.0		0.5294117647058824		0.5882352941176471		0.0		0.058823529411764705		0.15339299776947407		1	1	2342		0	0	3654	679		0.0		
u	73.17000000000003	73.17000000000003		0.5161290322580645		0.5161290322580645		0.5		0.03225806451612903		0.17407765595569785		1	1	2342		0	0	3654	679		0.0		
u	100.0	100.0		0.4230769230769231		0.4230769230769231		0.5		0.038461538461538464		0.12499999999999997		1	1	2342		0	0	3654	679		0.0		
u	95.165	100.0		0.38461538461538464		0.38461538461538464		1.0		0.38461538461538464		0.2182178902359924		0	0	93		0	0	51	9		0.0		
u	94.30000000000001	100.0		0.5454545454545454		0.5454545454545454		0.0		0.18181818181818182		0.1978141420187361		0	0	93		0	0	51	9		0.0		
u	47.45693333333337	47.45693333333337		0.5259259259259259		0.5333333333333333		0.0		0.007407407407407408		0.17078251276599332		0	0	284		0	0	476	46		0.0		
u	100.0	100.0		0.5		0.5		0.0		0.125		0.0		0	0	67		0	0	44	6		0.0		
u	100.0	100.0		0.42857142857142855		0.42857142857142855		1.0		0.14285714285714285		0.1543033499620919		0	0	67		0	0	44	6		0.0		
u	91.78000000000003	91.78000000000003		0.5454545454545454		0.5454545454545454		0.0		0.09090909090909091		0.0		0	0	489		0	0	617	53		0.6318357492761117		
u	62.87631578947371	62.87631578947371		0.5238095238095238		0.5238095238095238		0.0		0.047619047619047616		0.2834733547569204		2	1	92		0	0	5	3		0.0		
u	92.06250000000001	92.06250000000001		0.5294117647058824		0.5294117647058824		0.0		0.058823529411764705		0.0		0	0	119		1	2	61	20		0.0		
u	43.963076923076954	43.963076923076954		0.6153846153846154		0.6153846153846154		0.0		0.07692307692307693		0.1336306209562122		5	1	428		1	9	1097	127		0.0		
u	100.0	100.0		0.7142857142857143		0.7619047619047619		0.0		0.047619047619047616		0.07071067811865474		15	1	748		1	27	1291	236		0.26940795304016235		
u	100.0	100.0		0.47058823529411764		0.47058823529411764		0.0		0.029411764705882353		0.22086305214969307		15	1	748		1	25	1286	235		0.26940795304016235		
u	95.73000000000002	95.73000000000002		0.19047619047619047		0.19047619047619047		0.0		0.047619047619047616		0.22086305214969307		15	1	748		1	25	1286	235		0.26940795304016235		
u	66.7871428571429	66.7871428571429		0.5714285714285714		0.5714285714285714		0.0		0.14285714285714285		0.0		34	1	306		1	35	100	24		0.0		
u	100.0	100.0		0.3888888888888889		0.3888888888888889		0.5		0.05555555555555555		0.14907119849998599		31	1	748		1	57	1283	234		0.0		
u	100.0	100.0		0.3888888888888889		0.3888888888888889		0.5		0.05555555555555555		0.14907119849998599		31	1	748		1	57	1283	234		0.0		
u	69.22500000000004	98.89000000000001		0.47368421052631576		0.47368421052631576		0.0		0.3157894736842105		0.29172998299578906		15	1	748		1	21	1272	233		1.0		
u	78.94068181818183	82.82961538461542		0.5645161290322581		0.5806451612903226		0.0		0.06451612903225806		0.27343437080986527		15	1	748		1	21	1272	233		1.0		
u	100.0	100.0		0.5714285714285714		0.7142857142857143		0.0		0.14285714285714285		0.20412414523193154		2	1	428		1	32	1082	125		0.6606722820036492		
u	98.49736842105266	98.49736842105266		0.6111111111111112		0.6111111111111112		1.0		0.05555555555555555		0.6657502859356828		2	1	428		1	32	1082	125		0.6606722820036492		
u	75.76500000000001	77.81071428571428		0.45		0.5		0.0		0.25		0.33678765702728175		2	1	428		1	32	1082	125		0.6606722820036492		
u	67.75500000000001	66.10000000000002		0.15384615384615385		0.15384615384615385		0.0		0.3076923076923077		0.31622776601683794		2	1	428		1	32	1082	125		0.6606722820036492		
u	83.32000000000004	100.0		0.3333333333333333		0.3333333333333333		0.0		0.6666666666666666		0.5000000000000001		31	1	748		1	46	1262	232		0.0		
u	83.32000000000004	83.32000000000004		0.6		0.6		0.0		0.2		0.3779644730092272		31	1	748		1	46	1262	232		0.0		
u	100.0	100.0		0.375		0.375		0.0		0.125		0.20412414523193148		31	1	748		1	46	1262	232		0.0		
u	98.25250000000001	98.25250000000001		0.5294117647058824		0.5294117647058824		0.0		0.058823529411764705		0.35355339059327373		31	1	748		1	46	1262	232		0.0		
u	30.13056603773589	82.39000000000001		0.3		0.3142857142857143		1.0		0.8714285714285714		0.4902903378454601		0	0	93		1	1	597	41		0.0		
u	100.0	100.0		0.8333333333333334		0.8333333333333334		1.0		0.16666666666666666		0.0		0	0	93		1	1	597	41		0.0		
u	35.60500000000002	35.60500000000002		0.0		0.0		0.0		0.5		0.3234983196103152		16	1	428		1	52	1060	120		0.0		
u	98.67808823529413	98.67808823529413		0.03333333333333333		0.03333333333333333		0.0		0.03333333333333333		0.0		16	1	428		1	52	1060	120		0.0		
u	66.10000000000002	66.10000000000002		0.6		0.6		1.0		0.1		0.3651483716701107		16	1	428		1	52	1060	120		0.0		
u	97.025	97.025		0.25		0.25		1.0		0.25		0.25		16	1	428		1	52	1060	120		0.0		
u	95.73000000000002	95.73000000000002		0.6666666666666666		0.6666666666666666		0.0		0.06666666666666667		0.34299717028501764		31	1	748		1	41	1253	229		0.0		
u	100.0	100.0		0.375		0.375		1.0		0.125		0.0		0	0	75		1	4	60	17		0.0		
u	76.2342105263158	76.2342105263158		0.75		0.75		0.0		0.05		0.0		0	0	75		1	4	60	17		0.7078027483679052		
u	80.09764705882354	80.09764705882354		0.5263157894736842		0.5789473684210527		0.0		0.05263157894736842		0.31622776601683794		0	0	78		1	4	42	5		0.0		
u	95.42	95.42		0.5		0.5555555555555556		0.0		0.05555555555555555		0.1076763804116331		0	0	610		1	6	1367	343		0.0		
u	100.0	100.0		0.7142857142857143		0.7142857142857143		1.0		0.14285714285714285		0.1649572197684645		2	1	428		1	24	1050	118		1.0		
u	100.0	100.0		0.3		0.3		0.5		0.03333333333333333		0.11867816581938533		31	1	748		1	30	1235	223		0.0		
u	67.53000000000003	96.02461538461542		0.47368421052631576		0.47368421052631576		0.0		0.2631578947368421		0.20412414523193154		4	1	748		1	5	1232	222		0.0		
u	90.13250000000001	90.13250000000001		0.5882352941176471		0.6176470588235294		1.0		0.029411764705882353		0.10910894511799617		8	1	489		1	13	590	43		1.0		
u	100.0	100.0		0.5		0.5		0.0		0.125		0.1543033499620919		8	1	489		1	13	590	43		1.0		
u	83.32000000000004	100.0		0.2857142857142857		0.2857142857142857		0.0		0.5714285714285714		0.23717082451262844		0	0	2342		1	3	3654	679		0.0		
u	90.99000000000004	90.99000000000004		0.3333333333333333		0.6666666666666666		0.0		0.3333333333333333		0.5773502691896257		0	0	2342		1	3	3654	679		0.0		
u	68.08078947368423	71.90390845070424		0.5111111111111111		0.5333333333333333		0.0		0.1111111111111111		0.16666666666666666		0	0	2342		1	3	3654	679		0.0		
u	69.22500000000004	69.22500000000004		0.6774193548387096		0.6774193548387096		0.0		0.03225806451612903		0.37670528747840887		15	1	748		1	4	1192	219		1.0		
u	99.63821428571431	99.63821428571431		0.5641025641025641		0.5641025641025641		0.0		0.02564102564102564		0.18560646746692377		8	1	489		1	3	550	41		1.0		
u	100.0	100.0		0.5		0.5		1.0		0.16666666666666666		0.33333333333333337		16	1	145		1	8	35	10		0.0		
u	100.0	100.0		0.45454545454545453		0.45454545454545453		0.0		0.09090909090909091		0.2672612419124244		16	1	145		1	8	35	10		0.0		
u	100.0	100.0		0.0		0.0		1.0		0.3333333333333333		0.0		5	1	428		1	26	1003	114		1.0		
u	84.90000000000003	100.0		0.36363636363636365		0.36363636363636365		0.0		0.36363636363636365		0.36927447293799825		16	1	428		1	20	1003	114		0.0		
u	0.0	0.0		0.0		0.0		0.0		0.5		0.5773502691896258		8	1	489		1	1	548	40		1.0		
u	100.0	100.0		0.2222222222222222		0.2222222222222222		1.0		0.3333333333333333		0.1889822365046136		0	0	428		1	8	1003	114		0.0		
u	89.73250000000002	89.73250000000002		0.5172413793103449		0.5172413793103449		0.5		0.034482758620689655		0.15488061853247329		8	1	489		1	6	548	40		0.0		
u	100.0	100.0		0.3333333333333333		0.3333333333333333		1.0		0.1111111111111111		0.03641785203646149		6	1	145		1	4	28	9		0.0		
u	100.0	100.0		0.5555555555555556		0.5555555555555556		1.0		0.1111111111111111		0.5477225575051661		1	1	78		0	0	35	3		0.0		
u	100.0	100.0		0.5625		0.5625		0.5		0.0625		0.17149858514250882		16	1	428		1	4	957	109		0.0		
u	99.00000000000001	99.00000000000001		0.42105263157894735		0.42105263157894735		0.5		0.05263157894736842		0.0		16	1	428		1	4	957	109		0.0		
u	80.30107142857145	80.30107142857145		0.6388888888888888		0.6388888888888888		0.0		0.027777777777777776		0.1212678125181665		1	1	748		1	25	1089	208		0.0		
u	100.0	100.0		0.7		0.7		0.0		0.1		0.11952286093343936		1	1	748		1	25	1089	208		0.0		
u	61.890000000000015	61.890000000000015		0.5		0.5		0.0		0.0625		0.0		7	1	748		1	40	1089	208		1.0		
u	78.24500000000002	78.24500000000002		0.5454545454545454		0.6363636363636364		0.0		0.09090909090909091		0.22360679774997896		7	1	748		1	40	1089	208		1.0		
u	100.0	100.0		0.65		0.7		0.0		0.05		0.09925833339709302		1	1	748		1	25	1089	208		0.0		
u	73.84500000000001	73.84500000000001		0.16666666666666666		0.16666666666666666		0.0		0.16666666666666666		0.0		7	1	428		1	11	812	101		0.0		
u	100.0	100.0		0.45454545454545453		0.45454545454545453		1.0		0.09090909090909091		0.13483997249264842		7	1	428		1	11	812	101		0.0		
u	79.94000000000001	79.94000000000001		0.5		0.5		0.0		0.038461538461538464		0.3768891807222045		9	1	748		1	13	1033	206		0.0		
u	92.62750000000001	92.62750000000001		0.6296296296296297		0.6296296296296297		0.5		0.037037037037037035		0.1643989873053573		11	1	428		1	23	809	100		0.9201314684507735		
u	100.0	100.0		0.0		0.0		0.0		0.5		0.0		4	1	93		0	0	47	7		0.6587286385978713		
u	78.81000000000003	83.0092307692308		0.3684210526315789		0.3684210526315789		0.0		0.15789473684210525		0.25197631533948484		0	0	428		1	6	809	100		0.31362160938470435		
u	95.165	95.165		0.5		0.5		1.0		0.1		0.09999999999999998		0	0	428		1	6	809	100		0.31362160938470435		
u	100.0	100.0		0.5833333333333334		0.5833333333333334		1.0		0.08333333333333333		0.2581988897471611		3	1	145		1	3	19	6		0.8616785844817193		
u	56.70000000000002	56.70000000000002		0.5555555555555556		0.5555555555555556		1.0		0.1111111111111111		0.0		1	1	145		1	2	19	6		0.282842712474619		
u	70.63250000000004	70.63250000000004		0.5		0.5		0.0		0.02631578947368421		0.1292191476761844		0	0	92		1	1	5	3		0.0		
u	75.12117647058825	61.32500000000002		0.05263157894736842		0.07894736842105263		1.0		0.5263157894736842		0.26967994498529685		0	0	253		1	2	335	39		0.7589424741584246		
u	100.0	100.0		0.4		0.4666666666666667		0.0		0.06666666666666667		0.23354968324845687		0	0	253		1	2	335	39		0.7589424741584246		
u	41.30250000000001	41.30250000000001		0.5		0.5		0.0		0.0625		0.20412414523193154		0	0	489		0	0	454	33		0.8915942161871072		
u	94.04473684210527	94.04473684210527		0.5238095238095238		0.5238095238095238		0.0		0.047619047619047616		0.0		2	1	428		1	2	798	96		0.8323164735973428		
u	64.9245454545455	62.79000000000002		0.14285714285714285		0.14285714285714285		0.0		0.7857142857142857		0.30151134457776363		2	1	428		1	2	798	96		0.8323164735973428		
u	78.92000000000003	78.92000000000003		0.0		0.0		0.0		0.3333333333333333		0.0		0	0	489		0	0	454	33		0.8915942161871072		
u	83.37750000000003	83.37750000000003		0.45454545454545453		0.5		1.0		0.045454545454545456		0.3810003810005715		0	0	428		1	2	796	95		0.7775190486346942		
u	82.39000000000001	NaN		0.26666666666666666		0.26666666666666666		0.0		1.0		0.5773502691896257		5	1	428		1	6	790	93		0.8115177733479914		
u	52.13250000000002	52.13250000000002		0.3939393939393939		0.3939393939393939		0.0		0.0		0.09622504486493763		0	0	2342		0	0	3645	673		0.14959151840135312		
u	96.05954545454546	96.05954545454546		0.5217391304347826		0.5217391304347826		0.0		0.043478260869565216		0.19611613513818404		0	0	2342		0	0	3645	673		0.14959151840135312		
u	41.305000000000035	74.01500000000001		0.28735632183908044		0.3333333333333333		0.0		0.7471264367816092		0.30875676397386165		0	0	82		0	0	92	15		0.0		
u	53.655	53.655		0.5		0.5		0.0		0.08333333333333333		0.11785113019775793		0	0	82		0	0	92	15		0.0		
u	94.30000000000001	100.0		0.5		0.5		0.0		0.16666666666666666		0.33968311024337877		0	0	82		0	0	92	15		0.0		
u	68.09500000000004	69.90403846153849		0.4888888888888889		0.4888888888888889		0.0		0.044444444444444446		0.13443321448446624		0	0	82		0	0	92	15		0.0		
u	97.025	97.025		0.5		0.5		0.0		0.25		0.0		0	0	82		0	0	92	15		0.0		
u	100.0	100.0		0.5555555555555556		0.5555555555555556		0.0		0.2222222222222222		0.35355339059327373		1	1	174		1	7	300	93		0.0		
u	90.99000000000004	NaN		0.5		0.5		0.0		1.0		0.8660254037844387		1	1	174		1	7	300	93		0.0		
u	84.97083333333336	88.03333333333336		0.32432432432432434		0.35135135135135137		0.0		0.21621621621621623		0.1835557745535881		1	1	34		1	3	153	18		0.0		
u	82.70565217391307	84.89881553398061		0.5		0.53125		0.0		0.1328125		0.22094966011995673		0	0	34		1	3	153	18		0.0		
u	80.46500000000002	80.46500000000002		0.6842105263157895		0.6842105263157895		0.0		0.05263157894736842		0.11952286093343936		0	0	2342		0	0	3645	673		0.08636670341750609		
u	74.39583333333336	74.39583333333336		0.5588235294117647		0.5588235294117647		0.3333333333333333		0.029411764705882353		0.42640143271122083		2	1	93		1	5	46	4		0.9999999999999998		
u	62.45500000000004	100.0		0.3125		0.325		0.0		0.65		0.4549329689743104		0	0	93		1	2	46	4		0.6138245895861674		
u	68.48588235294119	74.57911564625854		0.4576271186440678		0.4745762711864407		0.3333333333333333		0.0847457627118644		0.274721127897378		1	1	34		1	3	153	18		0.0		
u	94.30000000000001	94.30000000000001		0.36363636363636365		0.36363636363636365		1.0		0.09090909090909091		0.2760262237369417		0	0	10		1	6	31	2		0.0		
u	96.06202898550725	96.06202898550725		0.46153846153846156		0.46153846153846156		0.6666666666666666		0.038461538461538464		0.48210442560502215		0	0	10		1	6	31	2		0.0		
u	73.99246376811597	89.46750000000003		0.3225806451612903		0.3225806451612903		0.0		0.6774193548387096		0.12009611535381537		0	0	107		1	5	215	52		0.0		
u	87.99727272727276	87.99727272727276		0.5714285714285714		0.5714285714285714		1.0		0.07142857142857142		0.36514837167011066		0	0	107		1	9	209	50		0.0		
u	100.0	100.0		0.53125		0.53125		0.5		0.03125		0.18752289237539815		0	0	284		1	3	476	46		0.6422934064842316		
u	82.01704545454547	82.01704545454547		0.6610169491525424		0.6610169491525424		0.5		0.01694915254237288		0.2534457226662686		0	0	284		1	3	476	46		0.6422934064842316		
u	81.85500000000002	81.85500000000002		0.6153846153846154		0.6153846153846154		1.0		0.038461538461538464		0.1273859510596964		2	1	284		1	5	472	45		0.9999999999999999		
u	87.61458333333336	87.61458333333336		0.6285714285714286		0.6285714285714286		0.0		0.02857142857142857		0.16427570345801806		0	0	284		1	4	472	45		0.8764584747467858		
u	81.84454545454548	99.49178571428574		0.35		0.35		0.0		0.3125		0.25158672490775963		36	1	2342		1	90	3645	673		0.8025617025756043		
